Diffusion Energy,Rotation Energy,Coupling Energy,Averaged Neighbour Frequency,Average Radius,Standard Dev Radius,Average Radius of Gyration,Standard Dev ROG
0.5,0.6,0.4,"{3: 24.0, 2: 24.0, 1: 12.0}",7.963493091741979,0.0,1.0280825373984832,0.0
0.5,0.6,0.6,"{3: 38.0, 2: 14.0, 1: 8.0}",7.01565709284914,0.0,0.905717436110222,0.0
0.5,0.6,0.8,"{3: 36.0, 2: 16.0, 1: 8.0}",7.055632108071142,0.0,0.9108781883841954,0.0
0.5,0.6,1.0,"{3: 37.0, 2: 14.0, 1: 9.0}",6.9074637570931605,0.0,0.8917497365251041,0.0
0.5,1.05,0.4,"{3: 26.0, 2: 21.0, 1: 13.0}",7.675357393054157,0.0,0.9908843786496242,0.0
0.5,1.05,0.6,"{3: 35.0, 2: 19.0, 1: 6.0}",7.525881269917091,0.0,0.9715870941307739,0.0
0.5,1.05,0.8,"{3: 30.0, 2: 20.0, 1: 10.0}",7.066489777660318,0.0,0.9122799075007788,0.0
0.5,1.05,1.0,"{3: 36.0, 2: 15.0, 1: 9.0}",7.2235340688920715,0.0,0.932554238319363,0.0
0.5,1.5,0.4,"{3: 32.0, 2: 18.0, 1: 10.0}",7.343175213912726,0.0,0.9479998437255691,0.0
0.5,1.5,0.6,"{3: 37.0, 2: 10.0, 1: 13.0}",7.403865356840453,0.0,0.9558349074868369,0.0
0.5,1.5,0.8,"{3: 39.0, 2: 10.0, 1: 11.0}",6.958986995245788,0.0,0.8984013579686977,0.0
0.5,1.5,1.0,"{3: 33.0, 2: 19.0, 1: 8.0}",7.325867411667599,0.0,0.9457654160637415,0.0
0.7333333333333333,0.6,0.4,"{2: 33.0, 3: 20.0, 1: 7.0}",9.028581160834618,0.0,1.1655848158598168,0.0
0.7333333333333333,0.6,0.6,"{1: 16.0, 3: 21.0, 2: 23.0}",9.43390752080553,0.0,1.2179122239246905,0.0
0.7333333333333333,0.6,0.8,"{3: 36.0, 2: 22.0, 1: 2.0}",7.273926037567332,0.0,0.939059813501426,0.0
0.7333333333333333,0.6,1.0,"{3: 34.0, 2: 13.0, 1: 13.0}",7.850601533923656,0.0,1.013508299953224,0.0
0.7333333333333333,1.05,0.4,"{3: 31.0, 1: 14.0, 2: 15.0}",8.083453607352629,0.0,1.0435693733705667,0.0
