Diffusion Energy,Rotation Energy,Coupling Energy,Dehalogenation Energy,Averaged Neighbour Frequency,Average Radius,Standard Dev Radius,Average Radius of Gyration,Standard Dev ROG
0.0,0.0,0.0,0,"{3: 23.333333333333332, 2: 17.333333333333332, 1: 7.333333333333333}",6.826859972688701,0.46541403944836246,0.9853723607379258,0.06717673024003581
0.0,0.0,0.36,0,"{3: 21.333333333333332, 2: 20.0, 1: 6.666666666666667}",6.982157439955938,0.4880499579404952,1.0077876193707274,0.07044394364873259
0.0,0.0,0.72,0,"{3: 23.0, 2: 16.0, 1: 9.0}",7.085430515656889,0.4520742937365644,1.0226938038847235,0.06525130379562888
0.0,0.0,1.08,0,"{3: 19.666666666666668, 2: 19.333333333333332, 1: 9.0}",7.46353809777716,0.21522649153513929,1.0772689324646676,0.031065268206137843
0.0,0.0,1.44,0,"{3: 20.0, 2: 18.333333333333332, 1: 9.666666666666666}",7.265047924956273,0.18760476069837545,1.0486193437872593,0.027078414772615588
0.0,0.0,1.8,0,"{3: 21.333333333333332, 2: 19.0, 1: 7.666666666666667}",6.882851844788944,0.3223751140626689,0.9934540913453023,0.04653083972102958
0.0,0.36,0.0,0,"{3: 21.333333333333332, 2: 18.0, 1: 8.666666666666666}",7.061213841246254,0.09589280882795793,1.019198428012259,0.013840934747542713
0.0,0.36,0.36,0,"{3: 20.0, 2: 18.0, 1: 10.0}",7.088689788863255,0.1551104548112375,1.023164239450488,0.022388265709848334
0.0,0.36,0.72,0,"{3: 23.0, 2: 16.666666666666668, 1: 8.333333333333334}",7.00970965061818,0.14670615993782982,1.0117644384313809,0.021175210232970587
0.0,0.36,1.08,0,"{2: 19.333333333333332, 3: 19.333333333333332, 1: 9.333333333333334}",7.203477937176792,0.18268016803250928,1.0397324815326379,0.026367611047293783
0.0,0.36,1.44,0,"{2: 16.666666666666668, 3: 22.333333333333332, 1: 9.0}",7.221731650242194,0.29552108660956106,1.042367178070643,0.04265479472631015
0.0,0.36,1.8,0,"{2: 16.666666666666668, 3: 20.333333333333332, 1: 11.0}",7.169072032057774,0.33520646636505097,1.0347664168870934,0.048382885897491394
0.0,0.72,0.0,0,"{3: 23.666666666666668, 2: 16.666666666666668, 1: 7.666666666666667}",6.8939191840001115,0.38946758201190956,0.9950515241634973,0.056214803328802174
