Diffusion Energy,Rotation Energy,Coupling Energy,Dehalogenation Energy,Averaged Neighbour Frequency,Average Radius,Standard Dev Radius,Average Radius of Gyration,Standard Dev ROG
0.75,0,1.5,0.0,"{3: 21.666666666666668, 2: 16.0, 1: 10.333333333333334}",7.361405147293962,0.18507105238528745,1.0625273108510165,0.026712705478463265
0.75,0,1.5,0.375,"{3: 18.0, 2: 21.333333333333332, 1: 8.666666666666666}",7.328607251986849,0.2758501267392408,1.0577933424299129,0.03981553623222325
0.75,0,1.5,0.75,"{3: 20.0, 2: 20.0, 1: 8.0}",7.0516836027930365,0.18368724775748768,1.0178228565781573,0.02651297048487179
0.75,0,1.5,1.125,"{3: 23.0, 2: 16.333333333333332, 1: 8.666666666666666}",7.083040781648765,0.05723933137293832,1.0223488754915027,0.008261785844100006
0.75,0,1.5,1.5,"{3: 21.0, 2: 17.333333333333332, 1: 9.666666666666666}",7.087556615955488,0.43871077209423587,1.0230006800296534,0.06332244559124889
1.125,0,0.0,0.0,"{3: 23.333333333333332, 2: 14.666666666666666, 1: 10.0}",7.145817111603381,0.10458419485093666,1.0314098582410114,0.01509542826254216
1.125,0,0.0,0.375,"{3: 21.0, 2: 16.666666666666668, 1: 10.333333333333334}",7.223813003164376,0.25168000505185323,1.042667595488118,0.03632687966658348
1.125,0,0.0,0.75,"{3: 24.0, 2: 15.333333333333334, 1: 8.666666666666666}",6.895691507842726,0.4369241914063306,0.9953073370754036,0.06306457488097619
1.125,0,0.0,1.125,"{3: 19.333333333333332, 2: 20.0, 1: 8.666666666666666}",7.319816612619694,0.3092442074460894,1.0565245229286688,0.04463555660358305
1.125,0,0.0,1.5,"{3: 20.0, 2: 18.0, 1: 10.0}",7.106849124701529,0.22837978081406018,1.025785313809121,0.03296378198261635
1.125,0,0.375,0.0,"{2: 16.666666666666668, 3: 21.666666666666668, 1: 9.666666666666666}",7.415806772391949,0.20382558291196834,1.0703795090746855,0.029419688790489295
1.125,0,0.375,0.375,"{2: 17.0, 3: 22.333333333333332, 1: 8.666666666666666}",7.103441857498821,0.03644032799074456,1.02529351714995,0.005259708293703606
1.125,0,0.375,0.75,"{3: 18.666666666666668, 2: 18.0, 1: 11.333333333333334}",7.666032977967698,0.7289839143481669,1.1064965508615499,0.10521976479595534
1.125,0,0.375,1.125,"{3: 22.666666666666668, 2: 17.333333333333332, 1: 8.0}",6.968848611227426,0.22333168842063683,1.0058666554084763,0.03223515260705708
1.125,0,0.375,1.5,"{3: 23.333333333333332, 2: 16.666666666666668, 1: 8.0}",7.064381796014824,0.33317097065911006,1.0196556828968626,0.04808908739905152
1.125,0,0.75,0.0,"{3: 22.0, 2: 17.333333333333332, 1: 8.666666666666666}",6.886688972530244,0.10286383160537799,0.994007933028891,0.014847115216810336
1.125,0,0.75,0.375,"{3: 22.333333333333332, 2: 16.666666666666668, 1: 9.0}",6.9141847433540145,0.20911969714386774,0.9979766057005609,0.030183828359716273
1.125,0,0.75,0.75,"{3: 20.0, 2: 17.333333333333332, 1: 10.666666666666666}",7.328293700989408,0.6112754929941583,1.0577480852417185,0.08823001760729968
1.125,0,0.75,1.125,"{3: 19.666666666666668, 2: 19.333333333333332, 1: 9.0}",7.243215597076329,0.3569421176904096,1.0454681186926287,0.05152015693341827
1.125,0,0.75,1.5,"{3: 22.0, 2: 15.333333333333334, 1: 10.666666666666666}",6.9248103632116935,0.2883928137756086,0.9995102818218453,0.041625917166425296
1.125,0,1.125,0.0,"{3: 20.333333333333332, 2: 18.666666666666668, 1: 9.0}",7.3034871180510805,0.6332251294840184,1.0541675634074392,0.0913981747413084
1.125,0,1.125,0.375,"{3: 24.333333333333332, 2: 12.0, 1: 11.666666666666666}",6.878531547731808,0.25238317173849345,0.9928305101780732,0.03642837303553774
1.125,0,1.125,0.75,"{2: 17.333333333333332, 3: 21.666666666666668, 1: 9.0}",7.223422942967459,0.4985187466034234,1.0426112951481954,0.07195498313689036
1.125,0,1.125,1.125,"{3: 23.0, 2: 14.0, 1: 11.0}",7.100671605410656,0.18717508214001893,1.0248936657027434,0.027016396014782534
1.125,0,1.125,1.5,"{3: 23.666666666666668, 2: 19.0, 1: 5.333333333333333}",6.77870242881491,0.3256547565562984,0.9784214180081645,0.04700421534016527
1.125,0,1.5,0.0,"{3: 21.333333333333332, 2: 19.333333333333332, 1: 7.333333333333333}",7.307328112360803,0.3377808529176906,1.0547219631821074,0.04875446658978255
1.125,0,1.5,0.375,"{2: 16.666666666666668, 3: 21.666666666666668, 1: 9.666666666666666}",6.957362204508539,0.20638264017348754,1.0042087354056832,0.02978876821505718
1.125,0,1.5,0.75,"{3: 24.0, 2: 15.333333333333334, 1: 8.666666666666666}",6.852775916881065,0.2921035801447868,0.989113005076867,0.04216152015696149
1.125,0,1.5,1.125,"{3: 19.666666666666668, 2: 21.333333333333332, 1: 7.0}",7.502435301925462,0.4853863997778166,1.0828832602861043,0.07005949214317646
1.125,0,1.5,1.5,"{3: 22.666666666666668, 2: 16.666666666666668, 1: 8.666666666666666}",7.030884956851548,0.30894535565026754,1.0148208306198827,0.04459242106239165
1.5,0,0.0,0.0,"{3: 22.333333333333332, 2: 17.333333333333332, 1: 8.333333333333334}",7.271226848295867,0.5295719622619319,1.0495111945506133,0.07643712874180117
1.5,0,0.0,0.375,"{3: 19.666666666666668, 2: 18.666666666666668, 1: 9.666666666666666}",7.535807478181468,0.4228051757004414,1.0877001190223166,0.061026670501354185
1.5,0,0.0,0.75,"{3: 22.666666666666668, 2: 16.666666666666668, 1: 8.666666666666666}",7.171222199509728,0.2731023557941676,1.0350767668263907,0.039418929658520875
1.5,0,0.0,1.125,"{3: 21.666666666666668, 2: 17.333333333333332, 1: 9.0}",6.936259962534149,0.2164775899731313,1.0011628891345787,0.031245848711127254
1.5,0,0.0,1.5,"{3: 23.0, 2: 16.666666666666668, 1: 8.333333333333334}",6.8533172284008925,0.050289939497044064,0.9891911366647888,0.007258727526537093
1.5,0,0.375,0.0,"{3: 22.0, 2: 16.666666666666668, 1: 9.333333333333334}",7.0058383289357495,0.42488441077361533,1.0112056612775133,0.061326782233655584
1.5,0,0.375,0.375,"{3: 22.0, 2: 16.0, 1: 10.0}",7.342921575350775,0.4672966554278218,1.05985943704177,0.06744846245066614
1.5,0,0.375,0.75,"{3: 23.0, 2: 16.0, 1: 9.0}",7.490817674013296,0.07058860117581245,1.0812064001354957,0.010188586972643654
1.5,0,0.375,1.125,"{3: 22.666666666666668, 2: 16.0, 1: 9.333333333333334}",7.174772414369997,0.3581259944785562,1.0355891962027048,0.05169103482899925
1.5,0,0.375,1.5,"{3: 22.333333333333332, 2: 16.0, 1: 9.666666666666666}",7.34263162831492,0.5386908707252379,1.0598175867919697,0.07775332980580249
1.5,0,0.75,0.0,"{3: 21.666666666666668, 2: 18.666666666666668, 1: 7.666666666666667}",7.231539261419493,0.6418845974739847,1.043782784808973,0.09264806128506996
1.5,0,0.75,0.375,"{3: 25.0, 2: 13.333333333333334, 1: 9.666666666666666}",7.169794297574396,0.31596956737431287,1.0348706669347052,0.04560627869482225
1.5,0,0.75,0.75,"{3: 22.333333333333332, 2: 15.333333333333334, 1: 10.333333333333334}",7.3020136894838386,0.6264196948900781,1.0539548923124566,0.09041589486761747
1.5,0,0.75,1.125,"{3: 17.666666666666668, 2: 20.666666666666668, 1: 9.666666666666666}",7.3710822620664365,0.5374185887678714,1.0639240820557332,0.07756969172315982
1.5,0,0.75,1.5,"{3: 20.333333333333332, 2: 17.333333333333332, 1: 10.333333333333334}",7.105791513755331,0.1579347910623644,1.0256326608179995,0.022795923533565896
1.5,0,1.125,0.0,"{3: 23.0, 2: 17.333333333333332, 1: 7.666666666666667}",7.05497941230244,0.39635548175174884,1.0182985657050203,0.057208986021038986
1.5,0,1.125,0.375,"{3: 17.0, 2: 22.0, 1: 9.0}",7.462568290992315,0.1756415817481953,1.0771289529125947,0.025351678625803096
1.5,0,1.125,0.75,"{3: 21.333333333333332, 2: 19.333333333333332, 1: 7.333333333333333}",7.423101369203402,0.6070306428998943,1.0714323934328662,0.08761732627115139
1.5,0,1.125,1.125,"{3: 21.666666666666668, 2: 16.666666666666668, 1: 9.666666666666666}",7.3387984160013815,0.3950586970444171,1.059264310251699,0.057021811271074196
1.5,0,1.125,1.5,"{2: 19.333333333333332, 3: 20.0, 1: 8.666666666666666}",7.614653646846148,0.4516316362578792,1.0990805831980974,0.06518741169200937
1.5,0,1.5,0.0,"{3: 20.0, 2: 18.0, 1: 10.0}",7.055634908636407,0.37285785559077694,1.0183931784512377,0.053817395823700376
1.5,0,1.5,0.375,"{2: 19.0, 3: 19.333333333333332, 1: 9.666666666666666}",7.612205838906443,0.19854633149040823,1.098727272554869,0.02865769448314995
1.5,0,1.5,0.75,"{3: 20.666666666666668, 2: 19.333333333333332, 1: 8.0}",6.990376440520525,0.4936829630073595,1.008973929917836,0.07125699789665776
1.5,0,1.5,1.125,"{3: 21.333333333333332, 2: 19.333333333333332, 1: 7.333333333333333}",7.409687927133348,0.3556300594170808,1.0694963298353894,0.05133077763409359
1.5,0,1.5,1.5,"{2: 18.0, 3: 20.333333333333332, 1: 9.666666666666666}",7.225589839172933,0.2658095498314789,1.0429240596750793,0.03836630378709442
